date,Usage_kWh,Lagging_Current_Reactive_Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2_tCO2,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type
2018-01-28 17:00:00,6.006,3.262,0.186,0.02568,0.9,0.94,61200,Weekend,Sunday,Medium_Load
2018-01-28 17:15:00,6.076,2.91,0.408,0.02818,0.89,0.95,62100,Weekend,Sunday,Medium_Load
2018-01-28 17:30:00,6.449,2.596,0.629,0.02929,0.88,0.92,63000,Weekend,Sunday,Medium_Load
2018-01-28 17:45:00,6.063,2.929,0.556,0.0254,0.91,0.95,63900,Weekend,Sunday,Medium_Load
2018-01-28 18:00:00,6.416,2.836,0.517,0.02917,0.88,0.98,64800,Weekend,Sunday,Medium_Load
2018-01-28 18:15:00,5.958,2.947,0.749,0.02848,0.86,0.94,65700,Weekend,Sunday,Medium_Load
2018-01-28 18:30:00,6.512,1.978,0.285,0.03086,0.9,0.96,66600,Weekend,Sunday,Medium_Load
2018-01-28 18:45:00,5.992,3.131,0.563,0.02698,0.88,0.94,67500,Weekend,Sunday,Medium_Load
2018-01-28 19:00:00,6.438,3.066,0.657,0.0279,0.84,0.93,68400,Weekend,Sunday,Medium_Load
2018-01-28 19:15:00,6.456,1.774,0.047,0.03168,0.89,1.0,69300,Weekend,Sunday,Medium_Load
2018-01-28 19:30:00,6.126,2.356,0.401,0.0271,0.87,0.9,70200,Weekend,Sunday,Medium_Load
2018-01-28 19:45:00,6.446,3.286,0.29,0.02901,0.88,0.93,71100,Weekend,Sunday,Medium_Load
2018-01-28 20:00:00,6.365,3.072,0.313,0.02677,0.85,0.98,72000,Weekend,Sunday,Medium_Load
2018-01-28 20:15:00,6.165,2.246,0.343,0.02758,0.88,0.95,72900,Weekend,Sunday,Medium_Load
2018-01-28 20:30:00,6.048,3.234,0.539,0.02881,0.87,0.91,73800,Weekend,Sunday,Medium_Load
2018-01-28 20:45:00,5.809,2.118,0.04,0.02702,0.86,0.94,74700,Weekend,Sunday,Medium_Load
2018-01-28 21:00:00,6.387,3.558,0.228,0.02887,0.89,0.95,75600,Weekend,Sunday,Medium_Load
2018-01-28 21:15:00,5.909,3.184,0.51,0.02802,0.88,0.97,76500,Weekend,Sunday,Medium_Load
2018-01-28 21:30:00,6.324,2.357,0.007,0.02678,0.91,0.94,77400,Weekend,Sunday,Medium_Load
2018-01-28 21:45:00,6.234,1.645,0.793,0.02555,0.9,0.97,78300,Weekend,Sunday,Medium_Load
2018-01-28 22:00:00,2.97,0.622,0.227,0.01501,0.93,0.97,79200,Weekend,Sunday,Light_Load
2018-01-28 22:15:00,2.724,0.614,0.364,0.01143,0.93,0.93,80100,Weekend,Sunday,Light_Load
2018-01-28 22:30:00,2.718,1.138,0.381,0.01187,0.89,0.95,81000,Weekend,Sunday,Light_Load
2018-01-28 22:45:00,2.983,0.141,0.274,0.01331,0.92,0.96,81900,Weekend,Sunday,Light_Load
2018-01-28 23:00:00,2.884,1.615,0.322,0.01185,0.89,0.95,82800,Weekend,Sunday,Light_Load
2018-01-28 23:15:00,2.879,1.518,0.269,0.01313,0.86,0.94,83700,Weekend,Sunday,Light_Load
2018-01-28 23:30:00,2.917,1.0,0.231,0.01319,0.88,0.94,84600,Weekend,Sunday,Light_Load
2018-01-28 23:45:00,2.416,0.896,0.015,0.01066,0.89,0.95,85500,Weekend,Sunday,Light_Load
2018-01-29 00:00:00,2.989,1.899,0.255,0.01403,0.88,0.9,0,Weekday,Monday,Light_Load
2018-01-29 00:15:00,2.953,1.851,0.154,0.01382,0.9,0.94,900,Weekday,Monday,Light_Load
2018-01-29 00:30:00,2.546,0.841,0.156,0.01092,0.88,0.93,1800,Weekday,Monday,Light_Load
2018-01-29 00:45:00,2.739,1.108,0.456,0.01272,0.88,0.93,2700,Weekday,Monday,Light_Load
2018-01-29 01:00:00,2.79,1.265,0.201,0.01239,0.9,0.96,3600,Weekday,Monday,Light_Load
2018-01-29 01:15:00,2.766,1.037,0.121,0.01228,0.91,0.95,4500,Weekday,Monday,Light_Load
2018-01-29 01:30:00,2.883,1.321,0.155,0.01238,0.9,0.94,5400,Weekday,Monday,Light_Load
2018-01-29 01:45:00,3.158,0.807,0.095,0.0143,0.87,1.0,6300,Weekday,Monday,Light_Load
2018-01-29 02:00:00,3.07,0.499,0.336,0.01451,0.89,0.98,7200,Weekday,Monday,Light_Load
2018-01-29 02:15:00,2.472,0.633,0.0,0.0113,0.9,0.95,8100,Weekday,Monday,Light_Load
2018-01-29 02:30:00,2.956,0.745,0.163,0.01321,0.89,0.94,9000,Weekday,Monday,Light_Load
2018-01-29 02:45:00,3.132,1.85,0.0,0.01531,0.89,0.96,9900,Weekday,Monday,Light_Load
2018-01-29 03:00:00,2.897,2.018,0.135,0.01361,0.86,0.93,10800,Weekday,Monday,Light_Load
2018-01-29 03:15:00,3.073,0.734,0.311,0.01402,0.89,0.94,11700,Weekday,Monday,Light_Load
2018-01-29 03:30:00,3.303,1.199,0.312,0.01498,0.9,0.94,12600,Weekday,Monday,Light_Load
2018-01-29 03:45:00,3.056,1.372,0.347,0.0137,0.87,0.94,13500,Weekday,Monday,Light_Load
2018-01-29 04:00:00,2.862,1.653,0.276,0.01359,0.86,0.96,14400,Weekday,Monday,Light_Load
2018-01-29 04:15:00,3.061,1.109,0.314,0.01493,0.87,0.96,15300,Weekday,Monday,Light_Load
2018-01-29 04:30:00,2.836,1.181,0.117,0.01291,0.89,0.94,16200,Weekday,Monday,Light_Load
2018-01-29 04:45:00,2.806,1.535,0.17,0.01377,0.88,0.93,17100,Weekday,Monday,Light_Load
2018-01-29 05:00:00,2.712,0.715,0.267,0.01177,0.9,0.93,18000,Weekday,Monday,Light_Load
2018-01-29 05:15:00,3.191,1.756,0.26,0.0134,0.86,0.93,18900,Weekday,Monday,Light_Load
2018-01-29 05:30:00,2.595,1.672,0.166,0.01169,0.85,0.94,19800,Weekday,Monday,Light_Load
2018-01-29 05:45:00,3.183,1.273,0.208,0.01403,0.9,1.0,20700,Weekday,Monday,Light_Load
2018-01-29 06:00:00,6.425,2.371,0.544,0.02922,0.92,0.91,21600,Weekday,Monday,Medium_Load
2018-01-29 06:15:00,5.95,2.762,0.506,0.02437,0.87,0.96,22500,Weekday,Monday,Medium_Load
2018-01-29 06:30:00,6.392,2.924,0.355,0.03063,0.88,0.98,23400,Weekday,Monday,Medium_Load
2018-01-29 06:45:00,5.775,2.617,0.143,0.02649,0.85,1.0,24300,Weekday,Monday,Medium_Load
2018-01-29 07:00:00,6.456,2.747,0.639,0.02641,0.86,0.92,25200,Weekday,Monday,Medium_Load
2018-01-29 07:15:00,6.521,3.628,0.57,0.0301,0.9,0.93,26100,Weekday,Monday,Medium_Load
2018-01-29 07:30:00,6.152,2.122,0.544,0.02614,0.89,0.94,27000,Weekday,Monday,Medium_Load
2018-01-29 07:45:00,6.331,2.162,0.606,0.02784,0.89,0.96,27900,Weekday,Monday,Medium_Load
2018-01-29 08:00:00,11.689,5.545,0.699,0.05074,0.9,0.92,28800,Weekday,Monday,Maximum_Load
2018-01-29 08:15:00,11.074,5.03,1.036,0.05098,0.92,0.99,29700,Weekday,Monday,Maximum_Load
2018-01-29 08:30:00,25.146,9.758,0.884,0.12572,0.9,0.92,30600,Weekday,Monday,Medium_Load
2018-01-29 08:45:00,11.57,4.884,0.179,0.0531,0.87,0.96,31500,Weekday,Monday,Maximum_Load
2018-01-29 09:00:00,11.691,3.034,0.931,0.05477,0.91,0.94,32400,Weekday,Monday,Maximum_Load
2018-01-29 09:15:00,11.201,4.676,0.588,0.047,0.89,0.94,33300,Weekday,Monday,Maximum_Load
2018-01-29 09:30:00,11.453,5.384,0.517,0.04671,0.88,0.97,34200,Weekday,Monday,Maximum_Load
2018-01-29 09:45:00,11.535,3.372,0.279,0.04888,0.89,0.98,35100,Weekday,Monday,Maximum_Load
2018-01-29 10:00:00,11.014,4.758,0.529,0.0483,0.88,0.94,36000,Weekday,Monday,Maximum_Load
2018-01-29 10:15:00,11.079,4.119,0.949,0.05129,0.89,0.96,36900,Weekday,Monday,Maximum_Load
2018-01-29 10:30:00,11.508,5.431,1.06,0.05149,0.9,0.96,37800,Weekday,Monday,Maximum_Load
2018-01-29 10:45:00,11.621,6.715,1.039,0.04538,0.86,0.93,38700,Weekday,Monday,Maximum_Load
2018-01-29 11:00:00,11.341,4.332,0.379,0.04751,0.87,0.96,39600,Weekday,Monday,Maximum_Load
2018-01-29 11:15:00,10.98,5.11,0.689,0.04919,0.88,0.93,40500,Weekday,Monday,Medium_Load
2018-01-29 11:30:00,11.697,4.563,0.847,0.05568,0.86,0.97,41400,Weekday,Monday,Maximum_Load
2018-01-29 11:45:00,11.067,5.131,0.284,0.04542,0.86,0.95,42300,Weekday,Monday,Maximum_Load
2018-01-29 12:00:00,11.116,4.751,0.363,0.04973,0.87,0.96,43200,Weekday,Monday,Maximum_Load
2018-01-29 12:15:00,11.286,5.695,0.785,0.0489,0.83,0.94,44100,Weekday,Monday,Maximum_Load
2018-01-29 12:30:00,11.589,5.815,0.719,0.05344,0.89,0.95,45000,Weekday,Monday,Maximum_Load
2018-01-29 12:45:00,11.413,5.113,0.486,0.05235,0.9,0.96,45900,Weekday,Monday,Maximum_Load
2018-01-29 13:00:00,11.304,6.4,0.753,0.04843,0.87,0.93,46800,Weekday,Monday,Maximum_Load
2018-01-29 13:15:00,11.316,5.737,0.868,0.05149,0.89,0.95,47700,Weekday,Monday,Maximum_Load
2018-01-29 13:30:00,11.211,3.805,0.818,0.04739,0.87,0.96,48600,Weekday,Monday,Maximum_Load
2018-01-29 13:45:00,11.34,4.468,0.861,0.0519,0.85,0.95,49500,Weekday,Monday,Maximum_Load
2018-01-29 14:00:00,10.568,5.76,0.918,0.05064,0.9,0.95,50400,Weekday,Monday,Medium_Load
2018-01-29 14:15:00,11.126,5.64,0.409,0.05242,0.87,0.93,51300,Weekday,Monday,Maximum_Load
2018-01-29 14:30:00,11.26,4.962,0.86,0.05158,0.88,0.95,52200,Weekday,Monday,Maximum_Load
2018-01-29 14:45:00,10.912,5.176,0.82,0.04837,0.86,0.98,53100,Weekday,Monday,Medium_Load
2018-01-29 15:00:00,11.297,4.424,0.603,0.05047,0.85,0.95,54000,Weekday,Monday,Maximum_Load
2018-01-29 15:15:00,11.149,3.957,0.999,0.05323,0.86,0.94,54900,Weekday,Monday,Maximum_Load
2018-01-29 15:30:00,11.639,6.05,1.05,0.04916,0.88,0.92,55800,Weekday,Monday,Maximum_Load
2018-01-29 15:45:00,11.593,6.394,0.885,0.05209,0.89,0.96,56700,Weekday,Monday,Maximum_Load
2018-01-29 16:00:00,11.084,4.634,0.432,0.04933,0.86,0.96,57600,Weekday,Monday,Maximum_Load
2018-01-29 16:15:00,11.162,3.614,1.159,0.05218,0.92,0.95,58500,Weekday,Monday,Maximum_Load
2018-01-29 16:30:00,11.182,5.613,0.341,0.04659,0.84,0.95,59400,Weekday,Monday,Maximum_Load
2018-01-29 16:45:00,11.087,4.908,0.563,0.04962,0.84,0.92,60300,Weekday,Monday,Maximum_Load
2018-01-29 17:00:00,11.249,3.931,1.113,0.05116,0.89,0.96,61200,Weekday,Monday,Maximum_Load
2018-01-29 17:15:00,11.01,3.349,0.706,0.0523,0.89,0.98,62100,Weekday,Monday,Maximum_Load
2018-01-29 17:30:00,10.917,3.798,0.976,0.04987,0.9,0.92,63000,Weekday,Monday,Medium_Load
2018-01-29 17:45:00,11.356,5.904,0.538,0.05245,0.88,0.97,63900,Weekday,Monday,Maximum_Load
2018-01-29 18:00:00,11.357,4.443,0.681,0.05141,0.83,0.94,64800,Weekday,Monday,Maximum_Load
2018-01-29 18:15:00,10.999,4.382,0.552,0.04728,0.91,0.99,65700,Weekday,Monday,Medium_Load
2018-01-29 18:30:00,11.424,5.769,0.729,0.05191,0.88,0.94,66600,Weekday,Monday,Maximum_Load
2018-01-29 18:45:00,11.042,6.031,0.439,0.04908,0.87,0.96,67500,Weekday,Monday,Maximum_Load
2018-01-29 19:00:00,11.263,3.915,0.409,0.05164,0.92,0.97,68400,Weekday,Monday,Maximum_Load
2018-01-29 19:15:00,11.405,3.92,0.936,0.05121,0.87,0.96,69300,Weekday,Monday,Maximum_Load
2018-01-29 19:30:00,11.192,4.643,0.999,0.04911,0.9,0.96,70200,Weekday,Monday,Maximum_Load
2018-01-29 19:45:00,11.314,4.471,0.222,0.05014,0.88,0.92,71100,Weekday,Monday,Maximum_Load
2018-01-29 20:00:00,6.171,2.433,0.445,0.02972,0.87,0.93,72000,Weekday,Monday,Medium_Load
2018-01-29 20:15:00,6.251,2.569,0.548,0.02608,0.87,0.96,72900,Weekday,Monday,Medium_Load
2018-01-29 20:30:00,6.249,3.372,0.542,0.02992,0.89,0.96,73800,Weekday,Monday,Medium_Load
2018-01-29 20:45:00,6.113,3.347,0.407,0.02787,0.89,0.95,74700,Weekday,Monday,Medium_Load
2018-01-29 21:00:00,6.256,3.382,0.033,0.02635,0.9,0.96,75600,Weekday,Monday,Medium_Load
2018-01-29 21:15:00,5.913,3.235,0.0,0.02782,0.84,1.0,76500,Weekday,Monday,Medium_Load
2018-01-29 21:30:00,6.177,2.754,0.4,0.03009,0.88,0.95,77400,Weekday,Monday,Medium_Load
2018-01-29 21:45:00,6.229,2.632,0.448,0.02716,0.87,0.96,78300,Weekday,Monday,Medium_Load
2018-01-29 22:00:00,2.736,1.072,0.072,0.01261,0.88,0.95,79200,Weekday,Monday,Light_Load
2018-01-29 22:15:00,2.74,0.939,0.295,0.01259,0.9,0.94,80100,Weekday,Monday,Light_Load
2018-01-29 22:30:00,2.785,1.16,0.0,0.01294,0.84,0.98,81000,Weekday,Monday,Light_Load
2018-01-29 22:45:00,2.92,1.012,0.227,0.01315,0.91,0.96,81900,Weekday,Monday,Light_Load
2018-01-29 23:00:00,3.019,0.986,0.301,0.01315,0.85,0.92,82800,Weekday,Monday,Light_Load
2018-01-29 23:15:00,2.638,1.434,0.128,0.01106,0.89,0.95,83700,Weekday,Monday,Light_Load
2018-01-29 23:30:00,2.499,1.177,0.322,0.01208,0.87,0.95,84600,Weekday,Monday,Light_Load
2018-01-29 23:45:00,2.539,1.279,0.232,0.01125,0.87,0.96,85500,Weekday,Monday,Light_Load
2018-01-30 00:00:00,2.678,1.882,0.131,0.01245,0.88,0.93,0,Weekday,Tuesday,Light_Load
2018-01-30 00:15:00,2.712,1.242,0.385,0.01096,0.87,0.94,900,Weekday,Tuesday,Light_Load
2018-01-30 00:30:00,2.608,0.657,0.264,0.01177,0.92,0.91,1800,Weekday,Tuesday,Light_Load
2018-01-30 00:45:00,2.476,1.202,0.104,0.01126,0.88,0.96,2700,Weekday,Tuesday,Light_Load
2018-01-30 01:00:00,2.686,1.14,0.331,0.01213,0.91,0.93,3600,Weekday,Tuesday,Light_Load
2018-01-30 01:15:00,2.845,0.803,0.0,0.01269,0.88,0.94,4500,Weekday,Tuesday,Light_Load
2018-01-30 01:30:00,2.949,1.549,0.114,0.01248,0.87,0.97,5400,Weekday,Tuesday,Light_Load
2018-01-30 01:45:00,2.661,1.289,0.161,0.01215,0.87,0.96,6300,Weekday,Tuesday,Light_Load
2018-01-30 02:00:00,2.697,0.656,0.14,0.01258,0.91,0.92,7200,Weekday,Tuesday,Light_Load
2018-01-30 02:15:00,2.568,1.418,0.24,0.01145,0.9,0.97,8100,Weekday,Tuesday,Light_Load
2018-01-30 02:30:00,2.792,1.505,0.0,0.01339,0.88,0.92,9000,Weekday,Tuesday,Light_Load
2018-01-30 02:45:00,2.588,0.923,0.292,0.01259,0.85,0.96,9900,Weekday,Tuesday,Light_Load
2018-01-30 03:00:00,2.943,0.476,0.091,0.01337,0.93,0.96,10800,Weekday,Tuesday,Light_Load
2018-01-30 03:15:00,2.354,0.426,0.0,0.0103,0.89,0.98,11700,Weekday,Tuesday,Light_Load
2018-01-30 03:30:00,2.71,1.747,0.186,0.01392,0.85,0.92,12600,Weekday,Tuesday,Light_Load
2018-01-30 03:45:00,2.875,0.827,0.152,0.01327,0.92,0.96,13500,Weekday,Tuesday,Light_Load
2018-01-30 04:00:00,2.846,1.243,0.0,0.012,0.89,0.96,14400,Weekday,Tuesday,Light_Load
2018-01-30 04:15:00,3.473,1.645,0.255,0.01486,0.88,0.95,15300,Weekday,Tuesday,Light_Load
2018-01-30 04:30:00,2.887,1.791,0.197,0.01409,0.88,0.93,16200,Weekday,Tuesday,Light_Load
2018-01-30 04:45:00,2.549,0.826,0.119,0.01253,0.9,0.93,17100,Weekday,Tuesday,Light_Load
2018-01-30 05:00:00,2.776,0.556,0.325,0.0125,0.9,0.96,18000,Weekday,Tuesday,Light_Load
2018-01-30 05:15:00,2.356,1.321,0.182,0.00994,0.87,0.97,18900,Weekday,Tuesday,Light_Load
2018-01-30 05:30:00,2.78,1.456,0.271,0.01208,0.87,0.98,19800,Weekday,Tuesday,Light_Load
2018-01-30 05:45:00,2.592,0.979,0.302,0.01212,0.87,0.93,20700,Weekday,Tuesday,Light_Load
2018-01-30 06:00:00,6.529,1.9,0.17,0.03028,0.89,0.97,21600,Weekday,Tuesday,Medium_Load
2018-01-30 06:15:00,6.163,2.133,0.366,0.02865,0.91,0.98,22500,Weekday,Tuesday,Medium_Load
2018-01-30 06:30:00,6.271,2.623,0.121,0.02801,0.88,0.94,23400,Weekday,Tuesday,Medium_Load
2018-01-30 06:45:00,6.141,3.008,0.404,0.02738,0.87,0.95,24300,Weekday,Tuesday,Medium_Load
2018-01-30 07:00:00,6.735,2.413,0.184,0.02934,0.91,1.0,25200,Weekday,Tuesday,Medium_Load
2018-01-30 07:15:00,6.22,3.367,0.372,0.02959,0.87,0.93,26100,Weekday,Tuesday,Medium_Load
2018-01-30 07:30:00,6.758,3.068,0.368,0.03012,0.89,0.93,27000,Weekday,Tuesday,Medium_Load
2018-01-30 07:45:00,6.504,3.23,0.41,0.02914,0.91,0.96,27900,Weekday,Tuesday,Medium_Load
2018-01-30 08:00:00,11.321,5.575,0.62,0.04848,0.9,0.97,28800,Weekday,Tuesday,Maximum_Load
2018-01-30 08:15:00,11.292,3.93,0.848,0.05325,0.93,0.94,29700,Weekday,Tuesday,Maximum_Load
2018-01-30 08:30:00,11.298,3.68,0.584,0.05165,0.91,0.97,30600,Weekday,Tuesday,Maximum_Load
2018-01-30 08:45:00,10.718,5.523,0.658,0.04681,0.87,0.96,31500,Weekday,Tuesday,Medium_Load
2018-01-30 09:00:00,11.13,4.346,1.097,0.05321,0.89,0.96,32400,Weekday,Tuesday,Maximum_Load
2018-01-30 09:15:00,11.411,3.744,0.493,0.05143,0.89,0.97,33300,Weekday,Tuesday,Maximum_Load
2018-01-30 09:30:00,11.188,5.648,0.526,0.04692,0.86,0.95,34200,Weekday,Tuesday,Maximum_Load
2018-01-30 09:45:00,10.849,3.905,0.66,0.04996,0.88,0.96,35100,Weekday,Tuesday,Medium_Load
2018-01-30 10:00:00,11.187,3.983,0.605,0.04967,0.9,0.92,36000,Weekday,Tuesday,Maximum_Load
2018-01-30 10:15:00,11.626,4.925,1.022,0.05473,0.86,0.96,36900,Weekday,Tuesday,Maximum_Load
2018-01-30 10:30:00,11.512,6.427,0.777,0.05106,0.87,0.92,37800,Weekday,Tuesday,Maximum_Load
2018-01-30 10:45:00,11.184,3.517,0.0,0.04933,0.88,0.92,38700,Weekday,Tuesday,Maximum_Load
2018-01-30 11:00:00,11.438,4.521,0.64,0.05161,0.89,0.95,39600,Weekday,Tuesday,Maximum_Load
2018-01-30 11:15:00,11.108,4.314,0.583,0.04744,0.86,0.94,40500,Weekday,Tuesday,Maximum_Load
2018-01-30 11:30:00,10.774,5.039,1.018,0.04511,0.88,0.99,41400,Weekday,Tuesday,Medium_Load
2018-01-30 11:45:00,10.969,5.394,0.749,0.05398,0.83,0.94,42300,Weekday,Tuesday,Medium_Load
2018-01-30 12:00:00,11.591,4.557,0.727,0.05775,0.86,0.98,43200,Weekday,Tuesday,Maximum_Load
2018-01-30 12:15:00,11.132,5.214,0.921,0.05011,0.87,0.93,44100,Weekday,Tuesday,Maximum_Load
2018-01-30 12:30:00,11.139,4.567,0.453,0.0501,0.88,0.92,45000,Weekday,Tuesday,Maximum_Load
2018-01-30 12:45:00,11.125,5.182,0.747,0.05222,0.86,0.96,45900,Weekday,Tuesday,Maximum_Load
2018-01-30 13:00:00,11.676,6.139,0.721,0.05523,0.88,0.96,46800,Weekday,Tuesday,Maximum_Load
2018-01-30 13:15:00,11.606,5.181,1.071,0.04742,0.86,0.93,47700,Weekday,Tuesday,Maximum_Load
2018-01-30 13:30:00,11.755,6.213,1.277,0.05594,0.86,0.95,48600,Weekday,Tuesday,Maximum_Load
2018-01-30 13:45:00,11.16,5.16,0.641,0.04439,0.88,0.96,49500,Weekday,Tuesday,Maximum_Load
2018-01-30 14:00:00,11.274,4.248,0.332,0.04554,0.87,1.0,50400,Weekday,Tuesday,Maximum_Load
2018-01-30 14:15:00,10.821,4.856,1.077,0.04684,0.93,0.94,51300,Weekday,Tuesday,Medium_Load
2018-01-30 14:30:00,11.569,3.782,0.317,0.05564,0.88,0.96,52200,Weekday,Tuesday,Maximum_Load
2018-01-30 14:45:00,10.908,4.791,0.683,0.05079,0.89,0.92,53100,Weekday,Tuesday,Medium_Load
2018-01-30 15:00:00,11.254,4.922,0.772,0.05074,0.85,0.94,54000,Weekday,Tuesday,Maximum_Load
2018-01-30 15:15:00,10.926,5.76,0.239,0.0493,0.89,0.97,54900,Weekday,Tuesday,Medium_Load
2018-01-30 15:30:00,11.053,3.494,0.575,0.04831,0.87,0.97,55800,Weekday,Tuesday,Maximum_Load
2018-01-30 15:45:00,10.991,5.15,0.731,0.05118,0.87,0.93,56700,Weekday,Tuesday,Medium_Load
2018-01-30 16:00:00,11.048,5.633,0.764,0.05219,0.89,0.95,57600,Weekday,Tuesday,Maximum_Load
2018-01-30 16:15:00,11.065,3.613,1.005,0.0506,0.88,0.96,58500,Weekday,Tuesday,Maximum_Load
2018-01-30 16:30:00,11.063,5.716,0.839,0.04723,0.85,0.96,59400,Weekday,Tuesday,Maximum_Load
2018-01-30 16:45:00,11.408,4.353,0.741,0.05251,0.88,0.92,60300,Weekday,Tuesday,Maximum_Load
2018-01-30 17:00:00,10.924,3.071,0.238,0.05054,0.87,0.96,61200,Weekday,Tuesday,Medium_Load
2018-01-30 17:15:00,11.255,5.901,0.638,0.04923,0.86,0.95,62100,Weekday,Tuesday,Maximum_Load
2018-01-30 17:30:00,11.504,4.558,0.832,0.05478,0.89,0.96,63000,Weekday,Tuesday,Maximum_Load
2018-01-30 17:45:00,11.072,4.755,0.706,0.04611,0.89,0.94,63900,Weekday,Tuesday,Maximum_Load
2018-01-30 18:00:00,11.021,4.871,0.992,0.04953,0.89,0.96,64800,Weekday,Tuesday,Maximum_Load
2018-01-30 18:15:00,11.142,3.852,0.527,0.05111,0.88,0.95,65700,Weekday,Tuesday,Maximum_Load
2018-01-30 18:30:00,11.495,5.519,0.867,0.04994,0.84,0.95,66600,Weekday,Tuesday,Maximum_Load
2018-01-30 18:45:00,11.249,3.591,0.456,0.05155,0.85,0.95,67500,Weekday,Tuesday,Maximum_Load
2018-01-30 19:00:00,11.067,3.326,0.929,0.05017,0.9,0.98,68400,Weekday,Tuesday,Maximum_Load
2018-01-30 19:15:00,11.321,6.512,0.327,0.05302,0.85,0.91,69300,Weekday,Tuesday,Maximum_Load
2018-01-30 19:30:00,10.924,5.23,0.429,0.05073,0.87,0.96,70200,Weekday,Tuesday,Medium_Load
2018-01-30 19:45:00,11.37,4.318,0.343,0.05127,0.85,0.94,71100,Weekday,Tuesday,Maximum_Load
2018-01-30 20:00:00,6.402,2.169,0.673,0.02992,0.89,0.99,72000,Weekday,Tuesday,Medium_Load
2018-01-30 20:15:00,6.223,2.612,0.337,0.02696,0.88,0.94,72900,Weekday,Tuesday,Medium_Load
2018-01-30 20:30:00,6.09,3.078,0.372,0.02733,0.86,0.96,73800,Weekday,Tuesday,Medium_Load
2018-01-30 20:45:00,6.078,1.768,0.283,0.02612,0.9,0.94,74700,Weekday,Tuesday,Medium_Load
2018-01-30 21:00:00,6.434,2.111,0.287,0.02855,0.86,0.94,75600,Weekday,Tuesday,Medium_Load
2018-01-30 21:15:00,6.607,3.62,0.526,0.028,0.88,0.99,76500,Weekday,Tuesday,Medium_Load
2018-01-30 21:30:00,6.141,2.136,0.547,0.02798,0.85,0.95,77400,Weekday,Tuesday,Medium_Load
2018-01-30 21:45:00,6.415,1.724,0.0,0.02737,0.94,0.96,78300,Weekday,Tuesday,Medium_Load
2018-01-30 22:00:00,2.278,0.503,0.062,0.01046,0.9,0.93,79200,Weekday,Tuesday,Light_Load
2018-01-30 22:15:00,2.654,1.778,0.206,0.01101,0.92,0.98,80100,Weekday,Tuesday,Light_Load
2018-01-30 22:30:00,2.792,1.292,0.352,0.01197,0.85,0.94,81000,Weekday,Tuesday,Light_Load
2018-01-30 22:45:00,2.573,1.048,0.0,0.01232,0.88,0.93,81900,Weekday,Tuesday,Light_Load
2018-01-30 23:00:00,2.566,1.821,0.221,0.01183,0.89,0.92,82800,Weekday,Tuesday,Light_Load
2018-01-30 23:15:00,2.633,1.583,0.101,0.0123,0.89,0.97,83700,Weekday,Tuesday,Light_Load
2018-01-30 23:30:00,2.873,0.925,0.218,0.01286,0.91,0.99,84600,Weekday,Tuesday,Light_Load
2018-01-30 23:45:00,2.753,1.693,0.088,0.01234,0.87,0.95,85500,Weekday,Tuesday,Light_Load
2018-01-31 00:00:00,2.24,0.517,0.136,0.00963,0.89,0.95,0,Weekday,Wednesday,Light_Load
2018-01-31 00:15:00,2.27,0.904,0.196,0.00991,0.9,0.97,900,Weekday,Wednesday,Light_Load
2018-01-31 00:30:00,2.648,1.326,0.146,0.01116,0.88,0.93,1800,Weekday,Wednesday,Light_Load
2018-01-31 00:45:00,2.914,0.446,0.149,0.01363,0.91,0.98,2700,Weekday,Wednesday,Light_Load
2018-01-31 01:00:00,2.113,0.713,0.174,0.01036,0.92,0.92,3600,Weekday,Wednesday,Light_Load
2018-01-31 01:15:00,2.675,1.4,0.243,0.01125,0.88,0.97,4500,Weekday,Wednesday,Light_Load
2018-01-31 01:30:00,2.668,1.096,0.193,0.01226,0.88,0.93,5400,Weekday,Wednesday,Light_Load
2018-01-31 01:45:00,3.147,1.183,0.298,0.01479,0.87,0.97,6300,Weekday,Wednesday,Light_Load
2018-01-31 02:00:00,2.704,0.891,0.427,0.01165,0.86,0.95,7200,Weekday,Wednesday,Light_Load
2018-01-31 02:15:00,2.896,0.743,0.094,0.01285,0.88,0.95,8100,Weekday,Wednesday,Light_Load
2018-01-31 02:30:00,2.835,1.494,0.094,0.01304,0.9,0.98,9000,Weekday,Wednesday,Light_Load
2018-01-31 02:45:00,2.267,0.457,0.255,0.01007,0.93,0.98,9900,Weekday,Wednesday,Light_Load
2018-01-31 03:00:00,2.992,1.66,0.0,0.01394,0.85,0.95,10800,Weekday,Wednesday,Light_Load
2018-01-31 03:15:00,2.854,1.01,0.269,0.01319,0.88,0.96,11700,Weekday,Wednesday,Light_Load
2018-01-31 03:30:00,2.927,0.694,0.171,0.01393,0.91,0.94,12600,Weekday,Wednesday,Light_Load
2018-01-31 03:45:00,9.385,2.837,0.217,0.03879,0.89,0.97,13500,Weekday,Wednesday,Light_Load
2018-01-31 04:00:00,2.279,1.07,0.236,0.01061,0.91,0.99,14400,Weekday,Wednesday,Light_Load
2018-01-31 04:15:00,3.231,1.508,0.214,0.01316,0.9,0.93,15300,Weekday,Wednesday,Light_Load
2018-01-31 04:30:00,2.728,1.064,0.083,0.01166,0.88,0.93,16200,Weekday,Wednesday,Light_Load
